tweet,tweet_tokenized,tweet_translated,tweet_tokenized_translated,sentimiento
@JackCurryYES he's just lucky...bad pitchers...#WHATEVER...ElKracken is #legit #future #bright #gottawearshades #LetsGoYankees,"['@jackcurryyes', ""he's"", 'lucky...bad', 'pitchers...#whatever...elkracken', '#legit', '#future', '#bright', '#gottawearshades', '#letsgoyankees']",@JackCurryYES he's just lucky...bad pitchers...#WHATEVER...ElKracken is #legit #future #bright #gottawearshades #LetsGoYankees,"['@jackcurryyes', ""he's"", 'lucky...bad', 'pitchers...#whatever...elkracken', '#legit', '#future', '#bright', '#gottawearshades', '#letsgoyankees']",felicidad
@JackCurryYES he's just lucky...bad pitchers...#WHATEVER...ElKracken is #legit #future  #gottawearshades #LetsGoYankees,"['@jackcurryyes', ""he's"", 'lucky...bad', 'pitchers...#whatever...elkracken', '#legit', '#future', '#gottawearshades', '#letsgoyankees']",@JackCurryYES he's just lucky...bad pitchers...#WHATEVER...ElKracken is #legit #future  #gottawearshades #LetsGoYankees,"['@jackcurryyes', ""he's"", 'lucky...bad', 'pitchers...#whatever...elkracken', '#legit', '#future', '#gottawearshades', '#letsgoyankees']",felicidad
@JackAndJack I'm so lively for listen💗,"['@jackandjack', ""i'm"", 'lively', 'listen💗']",@JackAndJack I'm so lively for listen💗,"['@jackandjack', ""i'm"", 'lively', 'listen💗']",felicidad
"@JackAndAHat butter up the walls, nightmare","['@jackandahat', 'butter', 'walls,', 'nightmare']","@JackAndAHat butter up the walls, nightmare","['@jackandahat', 'butter', 'walls,', 'nightmare']",miedo
@jack_haug_lifty @eable It's Ms btw. we were lied to by Remain. dry your remainer tears; Just accept you #lost,"['@jack_haug_lifty', '@eable', 'ms', 'btw.', 'lied', 'remain.', 'dry', 'remainer', 'tears;', 'accept', '#lost']",@jack_haug_lifty @eable It's Ms btw. we were lied to by Remain. dry your remainer tears; Just accept you #lost,"['@jack_haug_lifty', '@eable', 'ms', 'btw.', 'lied', 'remain.', 'dry', 'remainer', 'tears;', 'accept', '#lost']",tristeza
@Ivanelov Shame on the government because now in Venezuela our young people see no future.,"['@ivanelov', 'shame', 'government', 'venezuela', 'young', 'people', 'see', 'future.']",@Ivanelov Shame on the government because now in Venezuela our young people see no future.,"['@ivanelov', 'shame', 'government', 'venezuela', 'young', 'people', 'see', 'future.']",tristeza
@IvanDuque YOU LIVE IN VENEZUELA? you only talk about it..Polombia has many problems..young people dismembered and social leaders assassinated...Take care of Polombia Seño,"['@ivanduque', 'live', 'venezuela?', 'talk', 'it..polombia', 'many', 'problems..young', 'people', 'dismembered', 'social', 'leaders', 'assassinated...take', 'care', 'polombia', 'seño']",@IvanDuque YOU LIVE IN VENEZUELA? you only talk about it..Polombia has many problems..young people dismembered and social leaders assassinated...Take care of Polombia Seño,"['@ivanduque', 'live', 'venezuela?', 'talk', 'it..polombia', 'many', 'problems..young', 'people', 'dismembered', 'social', 'leaders', 'assassinated...take', 'care', 'polombia', 'seño']",tristeza
@itsyourgirl_Z happy birthday :) have a blessed day love from Toronto :) #bday #smile,"['@itsyourgirl_z', 'happy', 'birthday', ':)', 'blessed', 'day', 'love', 'toronto', ':)', '#bday', '#smile']",@itsyourgirl_Z happy birthday :) have a blessed day love from Toronto :) #bday #smile,"['@itsyourgirl_z', 'happy', 'birthday', ':)', 'blessed', 'day', 'love', 'toronto', ':)', '#bday', '#smile']",felicidad
@itsyourgirl_Z happy birthday :) have a blessed day love from Toronto :) #bday ,"['@itsyourgirl_z', 'happy', 'birthday', ':)', 'blessed', 'day', 'love', 'toronto', ':)', '#bday']",@itsyourgirl_Z happy birthday :) have a blessed day love from Toronto :) #bday ,"['@itsyourgirl_z', 'happy', 'birthday', ':)', 'blessed', 'day', 'love', 'toronto', ':)', '#bday']",felicidad
@iTriborg — make him feel vigorous. 'Fine. You can kill me now.' Said Hestia with a display of only despair rather than her joyful —,"['@itriborg', 'make', 'feel', 'vigorous.', ""'fine."", 'kill', ""now.'"", 'said', 'hestia', 'display', 'despair', 'rather', 'joyful']",@iTriborg — make him feel vigorous. 'Fine. You can kill me now.' Said Hestia with a display of only despair rather than her joyful —,"['@itriborg', 'make', 'feel', 'vigorous.', ""'fine."", 'kill', ""now.'"", 'said', 'hestia', 'display', 'despair', 'rather', 'joyful']",tristeza
"@iStoleFreeHugs @stephlaris lol I'm happy with my negative, realistic ass self. Sorry to offend you","['@istolefreehugs', '@stephlaris', 'lol', ""i'm"", 'happy', 'negative,', 'realistic', 'ass', 'self.', 'sorry', 'offend']","@iStoleFreeHugs @stephlaris lol I'm happy with my negative, realistic ass self. Sorry to offend you","['@istolefreehugs', '@stephlaris', 'lol', ""i'm"", 'happy', 'negative,', 'realistic', 'ass', 'self.', 'sorry', 'offend']",ira
@isthismike_p that nigga is horrible bro,"['@isthismike_p', 'nigga', 'horrible', 'bro']",@isthismike_p that nigga is horrible bro,"['@isthismike_p', 'nigga', 'horrible', 'bro']",miedo
@israelradioguy @WearingWelcome @SkipBaylessSux U blocking doesnt diminish the hilarity of his observation.Or your child-like response to it,"['@israelradioguy', '@wearingwelcome', '@skipbaylesssux', 'blocking', 'doesnt', 'diminish', 'hilarity', 'observation.or', 'child-like', 'response']",@israelradioguy @WearingWelcome @SkipBaylessSux U blocking doesnt diminish the hilarity of his observation.Or your child-like response to it,"['@israelradioguy', '@wearingwelcome', '@skipbaylesssux', 'blocking', 'doesnt', 'diminish', 'hilarity', 'observation.or', 'child-like', 'response']",felicidad
"@iSmashFizzle that's me all the time. I carry ginger candy, peppermint oil and sea-bands at all times #anxiety","['@ismashfizzle', ""that's"", 'time.', 'carry', 'ginger', 'candy,', 'peppermint', 'oil', 'sea-bands', 'times', '#anxiety']","@iSmashFizzle that's me all the time. I carry ginger candy, peppermint oil and sea-bands at all times #anxiety","['@ismashfizzle', ""that's"", 'time.', 'carry', 'ginger', 'candy,', 'peppermint', 'oil', 'sea-bands', 'times', '#anxiety']",miedo
"@iSmashFizzle that's me all the time. I carry ginger candy, peppermint oil and sea-bands at all times ","['@ismashfizzle', ""that's"", 'time.', 'carry', 'ginger', 'candy,', 'peppermint', 'oil', 'sea-bands', 'times']","@iSmashFizzle that's me all the time. I carry ginger candy, peppermint oil and sea-bands at all times ","['@ismashfizzle', ""that's"", 'time.', 'carry', 'ginger', 'candy,', 'peppermint', 'oil', 'sea-bands', 'times']",miedo
@IrishTimesPol @IrishTimes Irish citizens boiling drinking water in 2016 leaves one foot firmly in the bog!,"['@irishtimespol', '@irishtimes', 'irish', 'citizens', 'boiling', 'drinking', 'water', '2016', 'leaves', 'one', 'foot', 'firmly', 'bog!']",@IrishTimesPol @IrishTimes Irish citizens boiling drinking water in 2016 leaves one foot firmly in the bog!,"['@irishtimespol', '@irishtimes', 'irish', 'citizens', 'boiling', 'drinking', 'water', '2016', 'leaves', 'one', 'foot', 'firmly', 'bog!']",ira
@IPES_44 Mourinho is horrid,"['@ipes_44', 'mourinho', 'horrid']",@IPES_44 Mourinho is horrid,"['@ipes_44', 'mourinho', 'horrid']",miedo
"@IndyMN I thought the holidays could not get any more cheerful, and then I met you. #TheNiceBot","['@indymn', 'thought', 'holidays', 'could', 'get', 'cheerful,', 'met', 'you.', '#thenicebot']","@IndyMN I thought the holidays could not get any more cheerful, and then I met you. #TheNiceBot","['@indymn', 'thought', 'holidays', 'could', 'get', 'cheerful,', 'met', 'you.', '#thenicebot']",felicidad
"@IndigoHawthorne Then u understand that rage is often not pretty, or controlled or rational - it is often visceral-not always logical.","['@indigohawthorne', 'understand', 'rage', 'often', 'pretty,', 'controlled', 'rational', 'often', 'visceral-not', 'always', 'logical.']","@IndigoHawthorne Then u understand that rage is often not pretty, or controlled or rational - it is often visceral-not always logical.","['@indigohawthorne', 'understand', 'rage', 'often', 'pretty,', 'controlled', 'rational', 'often', 'visceral-not', 'always', 'logical.']",ira
"@IndieWire @cinemaeyehonors #WaltzWithBashir was incredible, tho I think it's more of an #animated film than #documentary about #Lebanon war","['@indiewire', '@cinemaeyehonors', '#waltzwithbashir', 'incredible,', 'tho', 'think', '#animated', 'film', '#documentary', '#lebanon', 'war']","@IndieWire @cinemaeyehonors #WaltzWithBashir was incredible, tho I think it's more of an #animated film than #documentary about #Lebanon war","['@indiewire', '@cinemaeyehonors', '#waltzwithbashir', 'incredible,', 'tho', 'think', '#animated', 'film', '#documentary', '#lebanon', 'war']",felicidad
@INCIndia Oh please! INC talking about looting! I'm not saying #BJP is pure but this is such a #hilarious #irony! @BJP4India is def better!,"['@incindia', 'oh', 'please!', 'inc', 'talking', 'looting!', ""i'm"", 'saying', '#bjp', 'pure', '#hilarious', '#irony!', '@bjp4india', 'def', 'better!']",@INCIndia Oh please! INC talking about looting! I'm not saying #BJP is pure but this is such a #hilarious #irony! @BJP4India is def better!,"['@incindia', 'oh', 'please!', 'inc', 'talking', 'looting!', ""i'm"", 'saying', '#bjp', 'pure', '#hilarious', '#irony!', '@bjp4india', 'def', 'better!']",felicidad
@ImpugnValkyrie *I frown and cup your cheeks in my hands after you step aside.* Angela I care about you. And I don't know how else I can -,"['@impugnvalkyrie', '*i', 'frown', 'cup', 'cheeks', 'hands', 'step', 'aside.*', 'angela', 'care', 'you.', 'know', 'else']",@ImpugnValkyrie *I frown and cup your cheeks in my hands after you step aside.* Angela I care about you. And I don't know how else I can -,"['@impugnvalkyrie', '*i', 'frown', 'cup', 'cheeks', 'hands', 'step', 'aside.*', 'angela', 'care', 'you.', 'know', 'else']",tristeza
@ImpugnValkyrie *I frown and cup your cheeks in my hands after you step aside.* Angela I care about you. And I don't know how else I can -,"['@impugnvalkyrie', '*i', 'frown', 'cup', 'cheeks', 'hands', 'step', 'aside.*', 'angela', 'care', 'you.', 'know', 'else']",@ImpugnValkyrie *I frown and cup your cheeks in my hands after you step aside.* Angela I care about you. And I don't know how else I can -,"['@impugnvalkyrie', '*i', 'frown', 'cup', 'cheeks', 'hands', 'step', 'aside.*', 'angela', 'care', 'you.', 'know', 'else']",ira
@IMKristenBell @lauralittlelegs pine nut.... Chestnut....peanut....wait... Wrong film,"['@imkristenbell', '@lauralittlelegs', 'pine', 'nut....', 'chestnut....peanut....wait...', 'wrong', 'film']",@IMKristenBell @lauralittlelegs pine nut.... Chestnut....peanut....wait... Wrong film,"['@imkristenbell', '@lauralittlelegs', 'pine', 'nut....', 'chestnut....peanut....wait...', 'wrong', 'film']",tristeza
@ImJim_YoureNot  cyber bully,"['@imjim_yourenot', 'cyber', 'bully']",@ImJim_YoureNot  cyber bully,"['@imjim_yourenot', 'cyber', 'bully']",miedo
@imDevinLopez happy bday bro! 👌,"['@imdevinlopez', 'happy', 'bday', 'bro!', '👌']",@imDevinLopez happy bday bro! 👌,"['@imdevinlopez', 'happy', 'bday', 'bro!', '👌']",felicidad
@ima2621 Huyyy tell me if it's the young tierruo Jpsuv they will put even high school kids to smoke crypi what has come my Venezuela total and absolute mediocrity.,"['@ima2621', 'huyyy', 'tell', 'young', 'tierruo', 'jpsuv', 'put', 'even', 'high', 'school', 'kids', 'smoke', 'crypi', 'come', 'venezuela', 'total', 'absolute', 'mediocrity.']",@ima2621 Huyyy tell me if it's the young tierruo Jpsuv they will put even high school kids to smoke crypi what has come my Venezuela total and absolute mediocrity.,"['@ima2621', 'huyyy', 'tell', 'young', 'tierruo', 'jpsuv', 'put', 'even', 'high', 'school', 'kids', 'smoke', 'crypi', 'come', 'venezuela', 'total', 'absolute', 'mediocrity.']",ira
@ily_geuly call me now I'm laying in my bed moping like I intend to do for the next 2 months.,"['@ily_geuly', 'call', ""i'm"", 'laying', 'bed', 'moping', 'like', 'intend', 'next', 'months.']",@ily_geuly call me now I'm laying in my bed moping like I intend to do for the next 2 months.,"['@ily_geuly', 'call', ""i'm"", 'laying', 'bed', 'moping', 'like', 'intend', 'next', 'months.']",tristeza
"@iJuvia_ \n\nHearing the noises, Akame opened her eyes and sat up, facing Juvia. She didn't expect at all to see someone around and staid --","['@ijuvia_', '\\n\\nhearing', 'noises,', 'akame', 'opened', 'eyes', 'sat', 'up,', 'facing', 'juvia.', 'expect', 'see', 'someone', 'around', 'staid', '--']","@iJuvia_ \n\nHearing the noises, Akame opened her eyes and sat up, facing Juvia. She didn't expect at all to see someone around and staid --","['@ijuvia_', '\\n\\nhearing', 'noises,', 'akame', 'opened', 'eyes', 'sat', 'up,', 'facing', 'juvia.', 'expect', 'see', 'someone', 'around', 'staid', '--']",tristeza
@Iebaeze @Amy03898327 @AgricultureFM Save this tweets and in 20 years we will talk. The 40 year olds leaving Venezuela today were the young fighters who brought Chavez to power.,"['@iebaeze', '@amy03898327', '@agriculturefm', 'save', 'tweets', '20', 'years', 'talk.', '40', 'year', 'olds', 'leaving', 'venezuela', 'today', 'young', 'fighters', 'brought', 'chavez', 'power.']",@Iebaeze @Amy03898327 @AgricultureFM Save this tweets and in 20 years we will talk. The 40 year olds leaving Venezuela today were the young fighters who brought Chavez to power.,"['@iebaeze', '@amy03898327', '@agriculturefm', 'save', 'tweets', '20', 'years', 'talk.', '40', 'year', 'olds', 'leaving', 'venezuela', 'today', 'young', 'fighters', 'brought', 'chavez', 'power.']",tristeza
@Idubbbz @LeafyIsHere  I am offended,"['@idubbbz', '@leafyishere', 'offended']",@Idubbbz @LeafyIsHere  I am offended,"['@idubbbz', '@leafyishere', 'offended']",ira
@iamTinaDatta love you so much #smile 😊😊,"['@iamtinadatta', 'love', 'much', '#smile', '😊😊']",@iamTinaDatta love you so much #smile 😊😊,"['@iamtinadatta', 'love', 'much', '#smile', '😊😊']",felicidad
"@iamsrk what's up w the gender bias? #indignant This fancypants saddler's daughter will opt for the leather jacket, thank you very much.","['@iamsrk', ""what's"", 'gender', 'bias?', '#indignant', 'fancypants', ""saddler's"", 'daughter', 'opt', 'leather', 'jacket,', 'thank', 'much.']","@iamsrk what's up w the gender bias? #indignant This fancypants saddler's daughter will opt for the leather jacket, thank you very much.","['@iamsrk', ""what's"", 'gender', 'bias?', '#indignant', 'fancypants', ""saddler's"", 'daughter', 'opt', 'leather', 'jacket,', 'thank', 'much.']",ira
@iamnotatwit Or did I lie and cut 5 years off my age to be young and spry and hire-able in Hollywood? #thegoldbergs,"['@iamnotatwit', 'lie', 'cut', 'years', 'age', 'young', 'spry', 'hire-able', 'hollywood?', '#thegoldbergs']",@iamnotatwit Or did I lie and cut 5 years off my age to be young and spry and hire-able in Hollywood? #thegoldbergs,"['@iamnotatwit', 'lie', 'cut', 'years', 'age', 'young', 'spry', 'hire-able', 'hollywood?', '#thegoldbergs']",felicidad
"@HytheHighborne -Sylvia was elated to receive kisses from the little prince, her bright smile clear as she glanced to Garrett and Elyse- --","['@hythehighborne', '-sylvia', 'elated', 'receive', 'kisses', 'little', 'prince,', 'bright', 'smile', 'clear', 'glanced', 'garrett', 'elyse-', '--']","@HytheHighborne -Sylvia was elated to receive kisses from the little prince, her bright smile clear as she glanced to Garrett and Elyse- --","['@hythehighborne', '-sylvia', 'elated', 'receive', 'kisses', 'little', 'prince,', 'bright', 'smile', 'clear', 'glanced', 'garrett', 'elyse-', '--']",felicidad
@HutchinsonDave I don't know whether to despair or agitate for a cull.,"['@hutchinsondave', 'know', 'whether', 'despair', 'agitate', 'cull.']",@HutchinsonDave I don't know whether to despair or agitate for a cull.,"['@hutchinsondave', 'know', 'whether', 'despair', 'agitate', 'cull.']",tristeza
"@humeraslam @MehrTarar @sherryrehman , yes, already he spoke so many lies with timid body language. Baluchistan could have been his own trap","['@humeraslam', '@mehrtarar', '@sherryrehman', 'yes,', 'already', 'spoke', 'many', 'lies', 'timid', 'body', 'language.', 'baluchistan', 'could', 'trap']","@humeraslam @MehrTarar @sherryrehman , yes, already he spoke so many lies with timid body language. Baluchistan could have been his own trap","['@humeraslam', '@mehrtarar', '@sherryrehman', 'yes,', 'already', 'spoke', 'many', 'lies', 'timid', 'body', 'language.', 'baluchistan', 'could', 'trap']",miedo
