tweet,tweet_tokenized,tweet_translated,tweet_translated_tokenized,neg,neu,pos,sentiment
Creo que la MUD x una medida populista como la de GMV está sentando base para un problema futuro con el cual ellos mismos tendrán que lidiar,"['creo', 'mud', 'medida', 'populista', 'gmv', 'sentando', 'base', 'problema', 'futuro', 'mismos', 'lidiar']",I think that the MUD x a populist measure like GMV's is laying the groundwork for a future problem with which they themselves will have to deal,"['think', 'mud', 'populist', 'measure', 'like', 'gmv', 'laying', 'groundwork', 'future', 'problem', 'deal']",0.19,0.634,0.176,Neutral
@hassanp85 lo mejor de este juego fue haberlo visto ... Nadie me lo va a contar ya sé usted es histórico!  https://t.co/rSfkmWpmkN,"['hassanp', 'mejor', 'juego', 'haberlo', 'visto', 'nadie', 'va', 'contar', 'sé', 'usted', 'histórico']","@ hassanp85 the best thing about this game was having seen it ... No one is going to tell me, I know you are historical! https://t.co/rSfkmWpmkN","['hassanp', 'best', 'thing', 'game', 'seen', 'one', 'going', 'tell', 'know', 'historical']",0.0,0.682,0.318,Neutral
Es oficial tengo un corazón resistente a altas emociones #AlMagallanesVoy  https://t.co/AAJMRpDuVP,"['oficial', 'corazón', 'resistente', 'altas', 'emociones', 'almagallanesvoy']",It's official I have a heart resistant to high emotions #AlMagallanesVoy https://t.co/AAJMRpDuVP,"['official', 'heart', 'resistant', 'high', 'emotions', 'almagallanesvoy']",0.0,0.543,0.457,Neutral
@DemianBrown y todos los de uguet Urbina,"['demianbrown', 'uguet', 'urbina']",@DemianBrown and all of uguet Urbina,"['demianbrown', 'uguet', 'urbina']",0.0,1.0,0.0,Neutral
@DemianBrown  las dos celebraciones  están mal ... Pero Solo cartaya indica que el gesto se origina por la acción de Galindo y Danry.,"['demianbrown', 'dos', 'celebraciones', 'mal', 'solo', 'cartaya', 'indica', 'gesto', 'origina', 'acción', 'galindo', 'danry']",@DemianBrown the two celebrations are wrong ... But Solo cartaya indicates that the gesture originates from the action of Galindo and Danry.,"['demianbrown', 'two', 'celebrations', 'wrong', 'solo', 'cartaya', 'indicates', 'gesture', 'originates', 'action', 'galindo', 'danry']",0.22,0.78,0.0,Neutral
"Galindo roba base, gesticula que prendió la moto, Perrea a Sucre y Deolis. Mijares poncha a cabrera celebra y es un abuso #VamosMagallanes","['galindo', 'roba', 'base', 'gesticula', 'prendió', 'moto', 'perrea', 'sucre', 'deolis', 'mijares', 'poncha', 'cabrera', 'celebra', 'abuso', 'vamosmagallanes']","Galindo steals base, gestures that he started the motorcycle, Perrea to Sucre and Deolis. Mijares strikes out Cabrera celebrates and it is an abuse #VamosMagallanes","['galindo', 'steals', 'base', 'gestures', 'started', 'motorcycle', 'perrea', 'sucre', 'deolis', 'mijares', 'strikes', 'cabrera', 'celebrates', 'abuse', 'vamosmagallanes']",0.405,0.445,0.15,Neutral
"Galindo se roba la base, hace gestos que prendió la moto y se Perrea a Sucre y Deolis... Mijares poncha a cabrera celebra y es un abuso?","['galindo', 'roba', 'base', 'hace', 'gestos', 'prendió', 'moto', 'perrea', 'sucre', 'deolis', 'mijares', 'poncha', 'cabrera', 'celebra', 'abuso']","Galindo steals the base, makes gestures that he started the motorcycle and Perrea Sucre and Deolis ... Mijares strikes out Cabrera celebrates and is it an abuse?","['galindo', 'steals', 'base', 'makes', 'gestures', 'started', 'motorcycle', 'perrea', 'sucre', 'deolis', 'mijares', 'strikes', 'cabrera', 'celebrates', 'abuse']",0.405,0.445,0.15,Neutral
"Pobre sucre, ha recibido más pelotazos hoy que en toda la temporada #AlMagallanesVoy","['pobre', 'sucre', 'recibido', 'pelotazos', 'hoy', 'toda', 'temporada', 'almagallanesvoy']","Poor sucre, he has received more balls today than in the entire season #AlMagallanesVoy","['poor', 'sucre', 'received', 'balls', 'today', 'entire', 'season', 'almagallanesvoy']",0.307,0.693,0.0,Neutral
Entonces que? hace diez años no era lujoso?   https://t.co/4QmNWrQhnd,"['entonces', 'hace', 'diez', 'años', 'lujoso']",So what? ten years ago was not luxurious? https://t.co/4QmNWrQhnd,"['ten', 'years', 'ago', 'luxurious']",0.0,1.0,0.0,Neutral
Para ver el juego en HD te tienes que calar al poco de caraquistas comentaristas ligándole en contra #AlMagallanesVoy,"['ver', 'juego', 'hd', 'calar', 'caraquistas', 'comentaristas', 'ligándole', 'almagallanesvoy']",To see the game in HD you have to get a little bit of commentators caraquistas linking him against #AlMagallanesVoy,"['see', 'game', 'hd', 'get', 'little', 'bit', 'commentators', 'caraquistas', 'linking', 'almagallanesvoy']",0.0,1.0,0.0,Neutral
"Es verdad que solo una se batea, y también que la pelota que te gusta es a la que le tiras... Pero no hace mal dejar pasar una !","['verdad', 'solo', 'batea', 'pelota', 'gusta', 'tiras', 'hace', 'mal', 'dejar', 'pasar']","It is true that only one is hit, and also that the ball you like is the one you throw at ... But it doesn't hurt to miss one!","['true', 'one', 'hit', 'also', 'ball', 'like', 'one', 'throw', 'hurt', 'miss', 'one']",0.289,0.405,0.306,Neutral
"Que mal ese ponche regalado ... Pero como dicen en mi pueblo ""tramposeria sale"" #AlMagallanesVoy","['mal', 'ponche', 'regalado', 'dicen', 'pueblo', 'tramposeria', 'sale', 'almagallanesvoy']","Too bad that gift punch ... But as they say in my town ""cheating comes out"" #AlMagallanesVoy","['bad', 'gift', 'punch', 'say', 'town', 'cheating', 'comes', 'almagallanesvoy']",0.473,0.333,0.193,Negativo
Ramos+Allup…+TE+AMO!!!  https://t.co/nj0vYdQ23K Jajaja que genial este Claudio !!,"['ramos', 'allup…', 'amo', 'jajaja', 'genial', 'claudio']",Ramos + Allup… + I LOVE YOU !!! https://t.co/nj0vYdQ23K Hahaha how great this Claudio !!,"['ramos', 'allup…', 'love', 'hahaha', 'great', 'claudio']",0.0,0.201,0.799,Positivo
Exacto! Mucho menos en una situación país como la nuestra   https://t.co/QT4nWFfNMS,"['exacto', 'menos', 'situación', 'país']",Exactly! Much less in a country situation like ours https://t.co/QT4nWFfNMS,"['exactly', 'much', 'less', 'country', 'situation', 'like']",0.0,0.691,0.309,Neutral
"@LA_YMPARCIAL es lo que yo digo detesto esta forma de ""vender"" noticias ..","['ymparcial', 'digo', 'detesto', 'forma', 'vender', 'noticias']","@LA_YMPARCIAL is what I say I hate this way of ""selling"" news ..","['la', 'ymparcial', 'say', 'hate', 'way', 'selling', 'news']",0.381,0.619,0.0,Neutral
Diossss!! Ronny que bárbaro!! #AlMagallanesVoy #Magallanescampeon,"['diossss', 'ronny', 'bárbaro', 'almagallanesvoy', 'magallanescampeon']",Gods !! Ronny what a barbarian !! #AlMagallanesVoy #Magallanescampeon,"['gods', 'ronny', 'barbarian', 'almagallanesvoy', 'magallanescampeon']",0.0,1.0,0.0,Neutral
Esta cara de adonis es como diría Master card Priceless!! #AlMagallanesVoy  https://t.co/RZ5nAjWWWW,"['cara', 'adonis', 'diría', 'master', 'card', 'priceless', 'almagallanesvoy']",This face of adonis is as Master card Priceless would say !! #AlMagallanesVoy https://t.co/RZ5nAjWWWW,"['face', 'adonis', 'master', 'card', 'priceless', 'would', 'say', 'almagallanesvoy']",0.0,1.0,0.0,Neutral
#AlMagallanesVoy a solo 2 outs de arepas y barrida en casa,"['almagallanesvoy', 'solo', 'outs', 'arepas', 'barrida', 'casa']",#AlMagallanes I'm going to just 2 outs of arepas and sweep at home,"['almagallanes', 'going', 'outs', 'arepas', 'sweep', 'home']",0.0,1.0,0.0,Neutral
Mas allá de si podía pedir o no la repetición creo que Ronny estaba quieto !! #VamosMagallanes #AlMagallanesVoy,"['mas', 'allá', 'si', 'podía', 'pedir', 'repetición', 'creo', 'ronny', 'quieto', 'vamosmagallanes', 'almagallanesvoy']","Regardless of whether or not I could ask for the repetition, I think Ronny was quiet !! #VamosMagallanes #AlMagallanesVoy","['regardless', 'whether', 'could', 'ask', 'repetition', 'think', 'ronny', 'quiet', 'vamosmagallanes', 'almagallanesvoy']",0.0,1.0,0.0,Neutral
"Vamos @mlisson18 , #AlMagallanesVoy otra más pues","['vamos', 'mlisson', 'almagallanesvoy', 'pues']","Let's go @ mlisson18, #AlMagallanes I'll go another one then","['let', 'go', 'mlisson', 'almagallanes', 'go', 'another', 'one']",0.0,1.0,0.0,Neutral
"#AlMagallanesVoy  vamos equipo por la serie, eliminar al Caracas y pasar a la siguiente fase !!","['almagallanesvoy', 'vamos', 'equipo', 'serie', 'eliminar', 'caracas', 'pasar', 'siguiente', 'fase']","#AlMagallanesVoy we go team for the series, eliminate Caracas and move on to the next phase !!","['almagallanesvoy', 'go', 'team', 'series', 'eliminate', 'caracas', 'move', 'next', 'phase']",0.0,1.0,0.0,Neutral
"Sigue a @Magallanes_bbc , vamos todos Magallaneros por el 1er Millón","['sigue', 'magallanes', 'bbc', 'vamos', 'magallaneros', 'er', 'millón']","Follow @Magallanes_bbc, let's all Magellan for the 1st Million","['follow', 'magallanes', 'bbc', 'let', 'magellan', 'st', 'million']",0.0,1.0,0.0,Neutral
Ja ja ja como me he leído leyendo todos sus  twit de anoche comparto los mismos sentimientos ... Así no se vale !!  https://t.co/v9VheBU2rB,"['ja', 'ja', 'ja', 'leído', 'leyendo', 'twit', 'anoche', 'comparto', 'mismos', 'sentimientos', 'así', 'vale']",Ha ha ha as I have read reading all your tweets last night I share the same feelings ... That's not okay! https://t.co/v9VheBU2rB,"['ha', 'ha', 'ha', 'read', 'reading', 'tweets', 'last', 'night', 'share', 'feelings', 'okay']",0.0,0.687,0.313,Neutral
#lvbpportlaymtv Carlos García ha jugado las últimas 3 finales de la lvbp tiene méritos y números,"['lvbpportlaymtv', 'carlos', 'garcía', 'jugado', 'últimas', 'finales', 'lvbp', 'méritos', 'números']","#lvbpportlaymtv Carlos García has played the last 3 lvbp finals, he has merits and numbers","['lvbpportlaymtv', 'carlos', 'garcía', 'played', 'last', 'lvbp', 'finals', 'merits', 'numbers']",0.0,0.579,0.421,Neutral
"Buen trabajo Trabajo, súper divertido el canal y la entrevista !! Adriana excelente!! Muchos Éxitos para ella.   https://t.co/g9iBlRK2aR","['buen', 'trabajo', 'trabajo', 'súper', 'divertido', 'canal', 'entrevista', 'adriana', 'excelente', 'éxitos']","Good job Work, super fun the channel and the interview !! Adriana excellent !! Many successes for her. https://t.co/g9iBlRK2aR","['good', 'job', 'work', 'super', 'fun', 'channel', 'interview', 'adriana', 'excellent', 'many', 'successes']",0.0,0.256,0.744,Positivo
3x1   https://t.co/JnYNtonJEW,[],3x1 https://t.co/JnYNtonJEW,[],0.0,1.0,0.0,Neutral
#lvbpportlaymtv juegazo en Margarita !! Tiene de todo !,"['lvbpportlaymtv', 'juegazo', 'margarita']",#lvbpportlaymtv great game in Margarita !! It has everything !,"['lvbpportlaymtv', 'great', 'game', 'margarita', 'everything']",0.0,0.494,0.506,Positivo
Totalmente cierto   https://t.co/D83pvbffBZ,"['totalmente', 'cierto']",Totally true https://t.co/D83pvbffBZ,"['totally', 'true']",0.0,0.244,0.756,Positivo
Como cuando una enfermedad retrocede  https://t.co/vbsNuDTAkQ,"['enfermedad', 'retrocede']",Like when a disease regresses https://t.co/vbsNuDTAkQ,"['like', 'disease', 'regresses']",0.0,0.444,0.556,Positivo
Vamos Hasan que pasen pena !!#AlMagallanesVoy,"['vamos', 'hasan', 'pasen', 'pena', 'almagallanesvoy']","Come on, have a shame !! # AlMagallanesVoy","['come', 'shame', 'almagallanesvoy']",0.608,0.392,0.0,Negativo
"Ronny para mí es uno de los jugadores que más corredores deja en circulación, PERO HOY NOOOOOO ! Magallanes arriba !!","['ronny', 'jugadores', 'corredores', 'deja', 'circulación', 'hoy', 'noooooo', 'magallanes', 'arriba']","Ronny for me is one of the players that leaves the most runners in circulation, BUT TODAY NOOOOOO! Magellan up !!","['ronny', 'one', 'players', 'leaves', 'runners', 'circulation', 'today', 'noooooo', 'magellan']",0.0,1.0,0.0,Neutral
"Recuerdo cuando salió, era así como tener el nuevo S6   https://t.co/hI5PyOmgcO","['recuerdo', 'salió', 'así', 'tener', 'nuevo']","I remember when it came out, it was like having the new S6 https://t.co/hI5PyOmgcO","['remember', 'came', 'like', 'new']",0.0,0.545,0.455,Neutral
"Fuerza y fe @CarlosOcariz, un hijo es lo más grande,no puede ser dirigente quien no sabe ser padre! Desde hoy mis plegarias con tu hijo!","['fuerza', 'fe', 'carlosocariz', 'hijo', 'grande', 'puede', 'ser', 'dirigente', 'sabe', 'ser', 'padre', 'hoy', 'plegarias', 'hijo']","Strength and faith @CarlosOcariz, a son is the greatest, he cannot be a leader who does not know how to be a father! From today my prayers with your son!","['strength', 'faith', 'carlosocariz', 'son', 'greatest', 'cannot', 'leader', 'know', 'father', 'today', 'prayers', 'son']",0.0,0.469,0.531,Positivo
Madre mía lo que está jugando adonis!!,"['madre', 'jugando', 'adonis']",OMG what's playing adonis !!,"['omg', 'playing', 'adonis']",0.0,0.526,0.474,Neutral
"Al mejor estilo de María Bolívar, echándole una ""ayudaita"" al chita  https://t.co/Oj2bp89tgM","['mejor', 'estilo', 'maría', 'bolívar', 'echándole', 'ayudaita', 'chita']","In the best style of María Bolívar, giving a ""little help"" to the cheetah https://t.co/Oj2bp89tgM","['best', 'style', 'maría', 'bolívar', 'giving', 'little', 'help', 'cheetah']",0.0,0.357,0.643,Positivo
@mlisson18 grande !! No me dejaste escribirlo pero las estadísticas estaban a tu favor!! #YoSoyMagallanero  #mag 5 #car 1,"['mlisson', 'grande', 'dejaste', 'escribirlo', 'estadísticas', 'favor', 'yosoymagallanero', 'mag', 'car']",@ mlisson18 great !! You didn't let me write it but the statistics were in your favor !! #YoSoyMagallanero #mag 5 #car 1,"['mlisson', 'great', 'let', 'write', 'statistics', 'favor', 'yosoymagallanero', 'mag', 'car']",0.0,0.507,0.493,Neutral
Vamos @mlisson18 !! Cúbrete de gloria !!,"['vamos', 'mlisson', 'cúbrete', 'gloria']",Come on @ mlisson18 !! Cover yourself with glory !!,"['come', 'mlisson', 'cover', 'glory']",0.0,0.462,0.538,Positivo
Esas dos Carreras que están en bases son vitales para afrontar un cierre con tranquilidad,"['dos', 'carreras', 'bases', 'vitales', 'afrontar', 'cierre', 'tranquilidad']",Those two races that are on the bases are vital to face a closure with peace of mind,"['two', 'races', 'bases', 'vital', 'face', 'closure', 'peace', 'mind']",0.0,0.513,0.487,Neutral
Clase de doble play !! arriba Magallanes,"['clase', 'doble', 'play', 'arriba', 'magallanes']",Double play class !! up Magellan,"['double', 'play', 'class', 'magellan']",0.0,0.556,0.444,Neutral
"Preparados pueden estar, ahora que las ganen es otra vaina !!   https://t.co/r8junuyPsG","['preparados', 'pueden', 'ahora', 'ganen', 'vaina']","They may be ready, now that they win is another pod! https://t.co/r8junuyPsG","['may', 'ready', 'win', 'another', 'pod']",0.0,0.323,0.677,Positivo
"Instalar sistemas de vídeo IP jamás ha sido tan fácil, con los nuevos kits Samsung de CCTV-IP de @OptrimaDist ! Hazlo tú mismo !","['instalar', 'sistemas', 'vídeo', 'ip', 'jamás', 'sido', 'tan', 'fácil', 'nuevos', 'kits', 'samsung', 'cctv', 'ip', 'optrimadist', 'hazlo', 'mismo']","Installing IP video systems has never been so easy, with the new Samsung CCTV-IP kits from @OptrimaDist! Do it yourself !","['installing', 'ip', 'video', 'systems', 'never', 'easy', 'new', 'samsung', 'cctv', 'ip', 'kits', 'optrimadist']",0.179,0.821,0.0,Neutral
Gran participación y nivel en asistentes al road show de Samsung CCS  https://t.co/Dj5nUmt9nL,"['gran', 'participación', 'nivel', 'asistentes', 'road', 'show', 'samsung', 'ccs']",Great participation and level of attendees at the Samsung CCS road show https://t.co/Dj5nUmt9nL,"['great', 'participation', 'level', 'attendees', 'samsung', 'ccs', 'road', 'show']",0.0,0.631,0.369,Neutral
Excelente experiencia en road show de Samsung / Optrima. Hacen falta más actividades así que potencien las capacidades de los integradores.,"['excelente', 'experiencia', 'road', 'show', 'samsung', 'optrima', 'hacen', 'falta', 'actividades', 'así', 'potencien', 'capacidades', 'integradores']",Excellent experience in Samsung / Optrima road show. More activities are needed so enhance the capabilities of integrators.,"['excellent', 'experience', 'samsung', 'optrima', 'road', 'show', 'activities', 'needed', 'enhance', 'capabilities', 'integrators']",0.0,0.73,0.27,Neutral
Con HASSAN  pasan  PENA!!  😄,"['hassan', 'pasan', 'pena']",With HASSAN they spend PENALTY !! 😄,"['hassan', 'spend', 'penalty']",0.6,0.4,0.0,Negativo
Patadas de ahogado!!! pasó el bate de calle no amerita ni repetirlo,"['patadas', 'ahogado', 'pasó', 'bate', 'calle', 'amerita', 'repetirlo']",Drowning kicks!!! passed the street bat does not deserve or repeat it,"['drowning', 'kicks', 'passed', 'street', 'bat', 'deserve', 'repeat']",0.0,1.0,0.0,Neutral
Que piña estos carajos de DTVS ligando entre dientes al Caracas !!,"['piña', 'carajos', 'dtvs', 'ligando', 'dientes', 'caracas']",What a pineapple these DTVS damn things linking Caracas between teeth!,"['pineapple', 'dtvs', 'damn', 'things', 'linking', 'caracas', 'teeth']",0.31,0.69,0.0,Neutral
Hassan!! Hassan!!!..... 1-2-3 !!   A ti voy,"['hassan', 'hassan', 'voy']",Hassan !! Hassan !!! ..... 1-2-3 !! I'm going to you,"['hassan', 'hassan', 'going']",0.0,1.0,0.0,Neutral
Quisiera un gif de adonis soltando el bate después del home Run,"['quisiera', 'gif', 'adonis', 'soltando', 'bate', 'después', 'home', 'run']",I would like a gif of adonis dropping the bat after home run,"['would', 'like', 'gif', 'adonis', 'dropping', 'bat', 'home', 'run']",0.0,0.737,0.263,Neutral
Vamos Magallanes !! Vamos !!,"['vamos', 'magallanes', 'vamos']",Come on Magellan !! Go !!,"['come', 'magellan', 'go']",0.0,1.0,0.0,Neutral
"Son Demasiado caraquistas para responder, si estuviese Carlitos feo sería otra cosa !   https://t.co/ZCsj2bP1Of","['demasiado', 'caraquistas', 'responder', 'si', 'carlitos', 'feo', 'cosa']","They are too caraquistas to answer, if Carlitos were ugly it would be something else! https://t.co/ZCsj2bP1Of","['caraquistas', 'answer', 'carlitos', 'ugly', 'would', 'something', 'else']",0.355,0.645,0.0,Neutral
Qué bueno es ver a @deolisguerra  en el dogout del Magallanes ...  Solvencia en el picheo!!! Indicio de que mejores cosas están por venir !!,"['bueno', 'ver', 'deolisguerra', 'dogout', 'magallanes', 'solvencia', 'picheo', 'indicio', 'mejores', 'cosas', 'venir']",How good it is to see @deolisguerra in the Magellan dogout ... Solvency in pitching !!! Hint that better things are to come !!,"['good', 'see', 'deolisguerra', 'magellan', 'dogout', 'solvency', 'pitching', 'hint', 'better', 'things', 'come']",0.0,0.608,0.392,Neutral
